ID,TARGET
1115,0.16613108671664484
1202,0.15212163758575473
1194,-0.13475953097720286
1084,0.20037310874412506
1135,0.11900146273433662
960,0.1716312138510977
1131,0.1290836551461838
996,0.1614340967865771
1085,0.19296070075471056
1063,0.2134693928336115
1035,0.1111600352092274
997,0.1317715190796934
1042,-0.026182232935789862
954,0.11841717813106736
1126,0.20399465144323936
1122,0.043074068176709404
1167,-0.03387944581759811
1125,-0.00893186292494183
1019,0.16796387064502583
982,0.06569544999352325
1175,-0.058970702319764035
1083,0.19960852454714037
1161,0.08682020955101595
1061,0.17390049828245205
1044,0.14178184814323783
948,0.1354817851945353
949,0.14982402417237456
941,-0.1255372795513319
1001,-0.033426980803303225
1190,-0.3151972680375469
943,0.3369714240991717
1011,0.18511681513456152
975,0.11407268164011225
1213,0.2273242644115781
1127,0.19432590910376885
1039,0.13295912243960328
1196,-0.200028299340869
1171,0.17287982344635294
2028,0.21612800429043005
1746,0.31965133805610235
1608,0.09584406786060333
1356,-0.0701371952956463
2008,0.1080640477390476
1390,-0.10961227350327882
1337,-0.13470379966728838
1830,0.2864820396615233
1217,0.0023796408135365044
2037,0.23583118811734166
1989,-0.020871078279101313
1984,-0.1922404193874371
2147,0.7256082382036695
1496,0.30593277321613055
1521,0.036293903248654766
1935,-0.20072814555041432
1994,0.04115445448804911
1389,-0.005379238256655955
1433,-0.23187649001447005
1371,0.06124325690756682
1469,0.22222534218579815
1956,0.21443458773044125
1889,-0.07792008923631119
1708,0.01591323185747133
2071,0.1705030009420564
1407,0.012796722934317106
1339,0.03194329171149654
1582,0.00885565871707411
1805,0.27230310371346345
1627,-0.19974445268458382
1570,0.24864066971917828
1232,0.14760605084465248
2109,0.04176843735771574
1663,-0.20185339679309391
1664,-0.22772258996558667
1590,0.30055962848229933
1465,0.055480029423743124
1466,0.12078937618399023
1458,-0.023747640879957427
1741,-0.47888193521031464
1245,0.23363328770018796
1444,0.12178833370290627
1920,0.24064700412191437
1632,0.07989155298801588
1439,-0.14691370833909248
1358,0.06164136003702021
1238,-0.06295818508027923
1551,0.17877465295202868
1404,0.0007067282005689957
1789,0.27637586100898826
1393,-0.17809184545731224
1668,-0.27838123748806765
1264,0.07059327480926787
2106,0.1508678275050088
1494,0.08854808424396256
2088,0.11349522492193605
2030,0.23604555561937
1642,0.19744881799983438
2095,-0.18704707989372274
1771,0.26760530105561264
1589,0.236985159201313
1959,0.12645795443734484
1961,-0.035645347737073896
1760,0.14863175239268767
2116,-0.0018482842167196478
1336,-0.067757320270459
1824,0.11475170183909744
1574,0.20639007095203932
1223,-0.16497504079121075
1717,0.04121618296995014
1555,0.02064761005391949
1998,0.14868666680198103
1691,-0.11666707929471129
1600,0.20156128681355712
1992,0.15783652206451457
1958,0.16601375666033905
1487,0.2212401803438591
2092,0.10934885987613957
1647,0.000594223032705038
1807,0.3770831833489311
1650,-0.09034225041007446
1613,-0.03966773448915156
1778,0.2669099417066919
1914,-0.020373036309447867
1550,0.22573327016388656
1923,-0.06578999774651476
1347,-0.07656996776664399
1974,0.21558229177256674
1885,0.07856894753319797
1845,0.06833913487849097
2033,0.2659351431991669
1657,0.2550238143694332
1884,-0.030040088766030315
2136,-0.044959348768617596
1227,0.2427487818641837
1325,0.11064740241734144
2098,0.21351757035085325
1783,0.1428394470568815
1774,0.04499889383252173
1290,0.020537536256613143
1904,0.2534784889149738
1679,-0.31864303498525104
1285,0.12472411850085112
1643,-0.09176319214854081
1740,0.11970728450010282
1954,0.1471390283328612
2120,-0.0011829946869812147
1785,0.20372372100026648
1633,0.14991595992378406
1427,-0.3527702556227057
1985,0.25704961113433433
1630,0.04581632532694305
1298,0.14245061116126967
1441,-0.09801924347077287
1918,0.3282535232389783
1240,0.06645489053605284
1903,0.29304548360774724
1838,0.1064296821077732
2009,0.07169035156099413
1523,0.06940025816838495
1259,0.17362744411614928
1666,0.1245201449992879
1373,0.10276670909196645
1251,0.2618348793519976
1480,0.2679211555766
1599,0.24529419806870012
1702,0.17766247563684423
1928,0.3501051705430922
1396,-0.24045491962520096
1656,0.3722175012383862
1711,-0.006121039001896089
1644,-0.08621639004504758
2006,0.026904822568608017
1406,0.003219186636851029
1730,0.22349083357378774
1296,0.16719989818722913
2099,0.23609686575639457
1888,0.17400178566022306
1557,0.0940773890500021
1542,0.21635658739239344
1368,-0.07824771993833243
1446,-0.07610461019397954
1865,0.20122261280007542
1775,0.02111891512682955
730,-0.4211593194454517
273,-0.1511377904928999
911,-0.1715707584846434
274,0.19556850272875698
619,0.22193540323466787
31,0.1685912931143126
795,-0.0566598140443311
807,0.1007560973493632
751,0.07090115658290515
234,-0.227902362105485
244,-0.0008807966305080794
299,0.27320658124820935
437,0.29226833416190057
716,0.04194741336437122
617,0.22478502709456044
885,-0.10399541985478819
95,0.19391997680048423
750,0.0728410531144216
775,0.18943841111816379
784,0.16557575307298103
802,0.1340021637964225
504,0.12949012963506104
798,-0.03178197090192164
403,0.261783986893403
658,0.21920300629017378
369,0.2997005833402334
52,0.12786676874681985
513,0.10640604835815103
791,0.18961599275799673
133,-0.1354747606864107
815,0.1745675814289852
824,0.25667026522889047
179,-0.24877144703518003
124,0.2678528121250613
471,-0.17241121337203028
255,0.1676164029625731
916,-0.207775196133806
153,0.13166242864322128
284,0.27995422119961766
387,0.285392499449144
508,0.03961353446619312
598,0.2794037579889934
323,0.2480165277786198
703,0.36034444119137576
510,0.11234420362122674
592,0.28155451620672534
467,0.20584258925473456
